"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-10-31,"96704","HI","Hilo","Hawaii County","Captain Cook",11132,1747.88,0.0104,0.0242,0.0674,4807
2019-10-31,"17538","PA","Lancaster","Lancaster County","Salunga-Landisville",11133,1277.18,0.0106,0.0183,0.0328,2473
2019-10-31,"31816","GA","Atlanta-Sandy Springs-Roswell","Meriwether County","Manchester",11134,1005.4,0.0054,0.0097,0.0523,2018
2019-10-31,"41169","KY","Huntington-Ashland","Greenup County","Russell",11135,936.06,0.0155,0.0021,-0.0184,1177
2019-10-31,"55808","MN","Duluth","Saint Louis County","Duluth",11136,1121.38,0.0233,0.0381,-0.0092,1968
2019-10-31,"36010","AL","Troy","Pike County","Brundidge",11137,853.49,0.0157,0.0388,-0.0352,1464
2019-10-31,"64037","MO","Kansas City","Lafayette County","Higginsville",11138,839.18,0.0192,0.0153,0.0316,2612
2019-10-31,"83330","ID",,"Gooding County","Gooding",11139,1008.42,0.0148,0.0297,0.0613,1904
2019-10-31,"29059","SC","Orangeburg","Orangeburg County","Holly Hill",11140,937.77,-0.0032,0.035,0.1469,1583
2019-10-31,"53528","WI","Madison","Dane County","Cross Plains",11141,1415.61,0.042,0.0399,-0.0138,1067
2019-10-31,"06403","CT","New Haven-Milford","New Haven County","Beacon Falls",11142,1269.74,0.0078,0.0097,-0.0152,4799
2019-10-31,"02874","RI","Providence-Warwick","Washington County","North Kingstown",11143,1845.59,0.0081,0.0782,0.0072,2434
2019-10-31,"30735","GA","Calhoun","Gordon County","Industrial",11144,1126.55,0.0145,0.0463,0.0773,1675
2019-10-31,"71405","LA","Alexandria","Rapides Parish","Ball",11145,917.16,0.0295,0.0186,0.0708,1138
2019-10-31,"68787","NE",,"Wayne County","Wayne",11146,994.87,0.0147,0.0178,-0.0002,1986
2019-10-31,"44618","OH","Wooster","Wayne County","Dalton",11147,865.39,0.0091,0.0757,0.0366,2123
2019-10-31,"98844","WA",,"Okanogan County","Oroville",11148,1433.62,0.0087,0.013,0.052,2052
2019-10-31,"12025","NY","Gloversville","Fulton County","Town of Broadalbin",11149,1053.29,-0.0942,-0.1173,-0.2198,2222
2019-10-31,"71254","LA",,"East Carroll Parish","Lake Providence",11150,887.54,-0.0626,-0.0659,-0.1163,1739
2019-10-31,"81526","CO","Grand Junction","Mesa County","Palisade",11151,1281.04,-0.0026,-0.004,0.0498,2054
2019-10-31,"27325","NC","Pinehurst-Southern Pines","Moore County","Robbins",11152,1185.72,0.0244,0.0369,0.1154,1917
2019-10-31,"31822","GA","Columbus","Harris County","Pine Mountain",11153,1112.96,0.03,0.0297,0.0627,2683
2019-10-31,"56081","MN",,"Watonwan County","Saint James",11154,1080.13,-0.0093,-0.0524,-0.0536,1921
2019-10-31,"64831","MO","Fayetteville-Springdale-Rogers","McDonald County","Anderson",11155,812,0.0002,-0.0184,-0.016,1975
2019-10-31,"48120","MI","Detroit-Warren-Dearborn","Wayne County","Dearborn",11156,1203.04,0.021,0.0402,0.0255,1473
2019-10-31,"03870","NH","Boston-Cambridge-Newton","Rockingham County","Rye",11157,2314.99,-0.029,-0.0141,0.0416,2732
2019-10-31,"06472","CT","New Haven-Milford","New Haven County","North Branford",11158,1403.49,-0.002,0.0068,-0.0148,2454
2019-10-31,"47918","IN",,"Fountain County","Attica",11159,958.58,0.0117,0.0214,0.0653,2331
2019-10-31,"20685","MD","Washington-Arlington-Alexandria","Calvert County","Saint Leonard",11160,1701.32,0.0068,0.0174,-0.0009,2616
2019-10-31,"84332","UT","Logan","Cache County","Providence",11161,1183.11,0.0529,0.1069,-0.0118,3096
2019-10-31,"43316","OH",,"Wyandot County","Carey",11162,922.45,0.0125,0.0019,0.0485,1748
2019-10-31,"08886","NJ","Allentown-Bethlehem-Easton","Warren County","Greenwich Township",11163,1756.21,0.0104,0.0388,0.0692,3014
2019-10-31,"33476","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Pahokee",11164,1642.31,0.0682,0.0835,0.0373,1092
2019-10-31,"65336","MO","Warrensburg","Johnson County","Knob Noster",11165,802.73,-0.009,-0.057,-0.0376,2180
2019-10-31,"93219","CA","Visalia-Porterville","Tulare County","Earlimart",11166,1103.59,0.0174,0.0249,0.0281,1448
2019-10-31,"75684","TX","Longview","Rusk County","Overton",11167,1255.42,-0.0196,-0.0229,0.0247,1748
2019-10-31,"28479","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County","Winnabow",11168,1397.96,0.0043,0.0162,0.0413,2273
2019-10-31,"40729","KY","London","Laurel County","East Bernstadt",11169,826.76,0.0109,-0.006,-0.002,1537
2019-10-31,"30559","GA",,"Fannin County","Mineral Bluff",11170,1346.95,0.0077,0.0196,0.0559,4121
2019-10-31,"31635","GA","Valdosta","Lanier County","Lakeland",11171,986.3,0.0121,0.0007,0.0092,2214
2019-10-31,"19533","PA","Reading","Berks County","Bern Township",11172,1194.82,0.0115,0.0219,-0.0236,2313
2019-10-31,"31546","GA","Jesup","Wayne County","Jesup",11173,933.41,0.013,0.0182,0.003,2345
2019-10-31,"42376","KY","Owensboro","Daviess County","Utica",11174,874.34,0.0484,0.0265,-0.0886,2155
2019-10-31,"11507","NY","New York-Newark-Jersey City","Nassau County","Albertson",11175,2830.15,-0.0233,-0.039,0.0323,3003
2019-10-31,"28018","NC","Forest City","Rutherford County","Bostic",11176,1145.77,0.044,0.0096,-0.0093,2556
2019-10-31,"42629","KY",,"Russell County","Jamestown",11177,847.85,0.049,0.0418,-0.001,1068
2019-10-31,"64126","MO","Kansas City","Jackson County","Kansas City",11178,737.42,0.0257,0.0289,0.004,2033
2019-10-31,"78583","TX","Brownsville-Harlingen","Cameron County","Rio Hondo",11179,956.42,-0.0288,-0.0239,0.1182,2150
2019-10-31,"77963","TX","Victoria","Goliad County","Goliad",11180,1374.05,-0.021,-0.0118,0.0688,1098
2019-10-31,"44730","OH","Canton-Massillon","Stark County","East Canton",11181,800.98,0.0169,0.0269,0.0009,2409
2019-10-31,"59833","MT",,"Ravalli County","Florence",11182,1318.59,-0.0196,-0.0194,0.0724,2349
2019-10-31,"60484","IL","Chicago-Naperville-Elgin","Will County","University Park",11183,1521.85,0.0101,0.0292,-0.012,1107
2019-10-31,"14174","NY","Buffalo-Cheektowaga-Niagara Falls","Niagara County","Youngstown",11184,929.43,-0.0262,-0.034,-0.0339,2607
2019-10-31,"50461","IA",,"Mitchell County","Osage",11185,867.19,0.0194,0.0184,0.0136,2394
2019-10-31,"79911","TX","El Paso","El Paso County","El Paso",11186,1186.96,-0.0269,-0.0388,-0.0488,2909
2019-10-31,"23140","VA","Richmond","New Kent County","Providence Forge",11187,1244.24,0.002,0.0099,0.0144,2919
2019-10-31,"62902","IL","Carbondale-Marion","Jackson County","Carbondale",11188,707.55,0.0054,-0.0143,-0.0579,1368
2019-10-31,"53104","WI","Chicago-Naperville-Elgin","Kenosha County","Bristol",11189,1400.12,0.0249,0.0238,-0.0902,2171
2019-10-31,"52531","IA",,"Monroe County","Albia",11190,856.09,-0.0071,-0.0166,-0.0395,2182
2019-10-31,"12563","NY","New York-Newark-Jersey City","Putnam County","Town Of Patterson",11191,2259.36,0.0226,0.0528,0.1239,2609
2019-10-31,"43331","OH","Bellefontaine","Logan County","Lakeview",11192,890.75,0.017,0.0151,0.065,2553
2019-10-31,"96088","CA","Redding","Shasta County","Shingletown",11193,1326.62,-0.0173,-0.0114,0.0354,1597
2019-10-31,"30453","GA",,"Tattnall County","Reidsville",11194,988.68,0.0361,0.0482,-0.0006,1330
2019-10-31,"38860","MS",,"Chickasaw County","Okolona",11195,901.36,0.0283,0.0374,0.0034,1578
2019-10-31,"40390","KY","Lexington-Fayette","Jessamine County","Wilmore",11196,1136.62,-0.0201,-0.0244,-0.0536,1021
2019-10-31,"13865","NY","Binghamton","Broome County","Town of Windsor",11197,961.87,0.0004,0.0567,0.0104,2063
2019-10-31,"84765","UT","St. George","Washington County","Santa Clara",11198,1584.19,0.0164,0.0127,0.013,3119
2019-10-31,"24360","VA",,"Wythe County","Max Meadows",11199,1230.4,0.033,0.0451,0.0837,1807
2019-10-31,"07830","NJ","New York-Newark-Jersey City","Hunterdon County","Tewksbury Township",11200,2113.63,-0.0064,-0.0117,-0.0093,2890
2019-10-31,"32668","FL",,"Levy County","Morriston",11201,1438.05,0.0022,0.0023,-0.0069,1149
2019-10-31,"81089","CO",,"Huerfano County","Walsenburg",11202,1424.6,0.0603,0.0736,0.0569,2819
2019-10-31,"45065","OH","Cincinnati","Warren County","South Lebanon",11203,1260.8,0.0134,0.024,0.0117,1890
2019-10-31,"32735","FL","Orlando-Kissimmee-Sanford","Lake County","Grand Island",11204,1283.99,0.0377,0.0254,0.0451,1880
2019-10-31,"64628","MO",,"Linn County","Brookfield",11205,811.94,0.0356,0.0334,-0.0289,2630
2019-10-31,"65785","MO",,"Cedar County","Stockton",11206,794.57,0.0052,0.0035,-0.0028,2941
2019-10-31,"07850","NJ","New York-Newark-Jersey City","Morris County","Roxbury Township",11207,1700.79,0.0225,0.0252,0.0008,2456
2019-10-31,"35968","AL","Fort Payne","De Kalb County","Fort Payne",11208,880.93,0.012,0.0284,-0.0156,1397
2019-10-31,"78013","TX","San Antonio-New Braunfels","Kendall County","Comfort",11209,1448.96,0.0251,0.0303,-0.072,1313
2019-10-31,"45207","OH","Cincinnati","Hamilton County","Cincinnati",11210,1077.33,0.0099,0.0192,0.0293,1933
2019-10-31,"08501","NJ","New York-Newark-Jersey City","Monmouth County","Upper Freehold Township",11211,2264.05,-0.0042,0.0065,0.0029,2508
2019-10-31,"25880","WV","Beckley","Raleigh County","Bradley",11212,804.35,-0.0012,0.0139,0.0211,2377
2019-10-31,"75426","TX",,"Red River County","Clarksville",11213,1109.88,0.0126,0.0198,-0.0021,1962
2019-10-31,"08533","NJ","New York-Newark-Jersey City","Ocean County","Plumsted Township",11214,1795.25,0.0127,0.0109,-0.0054,2310
2019-10-31,"03452","NH","Keene","Cheshire County","Jaffrey",11215,1311.09,-0.0077,-0.0288,-0.0901,1832
2019-10-31,"44286","OH","Akron","Summit County","Richfield",11216,1357.88,0.0115,0.0442,0.0882,2458
2019-10-31,"75125","TX","Dallas-Fort Worth-Arlington","Ellis County","Ferris",11217,1403.92,-0.0088,0.0113,-0.0214,1574
2019-10-31,"37329","TN","Athens","McMinn County","Englewood",11218,858.36,-0.0361,0.0183,0.025,1979
2019-10-31,"01944","MA","Boston-Cambridge-Newton","Essex County","Manchester",11219,2261.24,-0.0182,0.0229,0.0368,2084
2019-10-31,"49250","MI","Hillsdale","Hillsdale County","Jonesville",11220,834.98,-0.0342,-0.0375,-0.0954,1377
2019-10-31,"32948","FL","Sebastian-Vero Beach","Indian River County","Fellsmere",11221,1442.78,-0.0183,-0.0016,0.0207,1347
2019-10-31,"33538","FL","The Villages","Sumter County","Lake Panasoffkee",11222,1259.72,-0.0024,0.0197,0.0794,1821
2019-10-31,"36268","AL","Talladega-Sylacauga","Talladega County","Munford",11223,771.99,0.0011,0.014,-0.0991,1262
2019-10-31,"53179","WI","Chicago-Naperville-Elgin","Kenosha County","Salem",11224,1321.85,0.013,0.03,-0.0561,2675
2019-10-31,"44842","OH","Ashland","Ashland County","Loudonville",11225,725.48,0.0033,0.03,0.0642,2243
2019-10-31,"36756","AL",,"Perry County","Marion",11226,917.66,0.0057,0.0159,0.01,1170
2019-10-31,"73179","OK","Oklahoma City","Oklahoma County","Oklahoma City",11227,1044.3,-0.0138,-0.0194,0.0313,2922
2019-10-31,"14469","NY","Rochester","Ontario County","East Bloomfield",11228,1243.68,-0.0178,0.0013,-0.0226,2114
2019-10-31,"41030","KY","Cincinnati","Grant County","Crittenden",11229,891.11,0.0187,0.0185,-0.0227,1532
2019-10-31,"49099","MI","Sturgis","Saint Joseph County","White Pigeon",11230,1057.48,0.0013,0.0151,0.0277,1834
2019-10-31,"85354","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Tonopah",11231,1406.75,0.024,0.0409,0.0422,1032
2019-10-31,"15552","PA","Somerset","Somerset County","Meyersdale",11232,699.48,-0.0224,-0.0113,0.029,1725
2019-10-31,"41175","KY","Huntington-Ashland","Greenup County","South Shore",11233,860.17,0.018,0.0111,-0.0162,1356
2019-10-31,"19034","PA","Philadelphia-Camden-Wilmington","Montgomery County","Upper Dublin Township",11234,1565,0.0149,0.028,0.039,2210
2019-10-31,"17361","PA","York-Hanover","York County","Shrewsbury Township",11235,1284.79,0.0217,0.0154,-0.0122,2209
2019-10-31,"48808","MI","Lansing-East Lansing","Clinton County","Bath",11236,1108.12,-0.0786,-0.1303,-0.0844,1942
2019-10-31,"50441","IA",,"Franklin County","Hampton",11237,833.54,0.0125,0.0149,-0.0175,2235
2019-10-31,"61240","IL","Davenport-Moline-Rock Island","Rock Island County","Coal Valley",11238,1061.73,-0.0175,0.0045,0.004,2198
2019-10-31,"95247","CA",,"Calaveras County","Murphys",11239,1624.78,-0.0002,-0.001,0.0283,2311
2019-10-31,"36049","AL",,"Crenshaw County","Luverne",11240,868.92,0.0163,0.028,0.0129,1642
2019-10-31,"49251","MI","Lansing-East Lansing","Ingham County","Leslie",11241,829.65,0.0143,-0.0288,-0.0169,1906
2019-10-31,"02642","MA","Barnstable Town","Barnstable County","Eastham",11242,1836.65,-0.0615,-0.0817,-0.0357,5949
2019-10-31,"13339","NY","Amsterdam","Montgomery County","Town Of Minden",11243,874.65,0.0015,-0.0102,-0.1211,1950
2019-10-31,"33471","FL",,"Glades County","Moore Haven",11244,1360.08,0.0135,0.0138,-0.0185,1266
2019-10-31,"63038","MO","St. Louis","Saint Louis County","Wildwood",11245,1395.58,0.003,0.0246,0.0024,2699
2019-10-31,"28640","NC",,"Ashe County","Jefferson",11246,1044.52,-0.0419,-0.03,0.0016,2440
2019-10-31,"08230","NJ","Ocean City","Cape May County","Cape May Court House",11247,1505.56,-0.049,-0.0897,-0.0119,2943
2019-10-31,"07856","NJ","New York-Newark-Jersey City","Morris County","Mount Arlington",11248,2037.13,0.0021,0.0209,0.0175,2221
2019-10-31,"43907","OH",,"Harrison County","Cadiz",11249,867.65,0.0293,0.0335,0.0322,1814
2019-10-31,"25813","WV","Beckley","Raleigh County","Beaver",11250,869.49,0.0251,0.0183,0.0551,1681
2019-10-31,"37184","TN","Nashville-Davidson--Murfreesboro--Franklin","Wilson County","Watertown",11251,1330.64,-0.0052,0.0027,-0.0129,2011
2019-10-31,"45651","OH",,"Vinton County","McArthur",11252,901.19,0.0268,0.0426,0.0302,1569
2019-10-31,"37036","TN","Nashville-Davidson--Murfreesboro--Franklin","Dickson County","Charlotte",11253,1008.04,-0.0436,-0.0514,0.0526,2240
2019-10-31,"85623","AZ","Phoenix-Mesa-Scottsdale","Pinal County","Oracle",11254,1310.79,0.025,0.0071,0.0848,1670
2019-10-31,"32008","FL",,"Suwannee County","Branford",11255,1359.68,0.0093,0.0177,0.031,1554
2019-10-31,"33834","FL","Wauchula","Hardee County","Bowling Green",11256,1330.93,0.0145,0.0126,0.0244,1103
2019-10-31,"23103","VA","Richmond","Goochland County","Oilville",11257,1735.11,-0.0193,-0.0498,-0.112,2773
2019-10-31,"04268","ME",,"Oxford County","Norway",11258,1008.74,-0.0771,-0.1205,-0.1493,2058
2019-10-31,"14009","NY",,"Wyoming County","Town Of Arcade",11259,1338.1,-0.036,-0.0497,-0.0379,1861
2019-10-31,"21643","MD","Cambridge","Dorchester County","Hurlock",11260,1282.53,0.0315,-0.0234,-0.069,1992
2019-10-31,"10925","NY","New York-Newark-Jersey City","Orange County","Greenwood Lake",11261,1658.77,-0.0002,0.0048,0.012,2610
2019-10-31,"43334","OH","Columbus","Morrow County","Marengo",11262,1098.79,-0.0053,0.0181,0.0372,1969
2019-10-31,"30363","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",11263,1899.01,-0.037,-0.037,0.0076,2836
2019-10-31,"35117","AL","Birmingham-Hoover","Jefferson County","Mount Olive",11264,902.35,0.0291,0.0187,-0.0887,2173
2019-10-31,"13326","NY","Oneonta","Otsego County","Cooperstown",11265,1438.61,-0.0101,0.0591,-0.0342,2533
2019-10-31,"47356","IN","New Castle","Henry County","Middletown",11266,712.34,-0.016,-0.0347,-0.0531,2348
2019-10-31,"66436","KS","Topeka","Jackson County","Holton",11267,902.77,0.0085,-0.0023,0.0288,2254
2019-10-31,"95685","CA",,"Amador County","Sutter Creek",11268,1597.56,0.0052,0.0115,0.0689,1961
2019-10-31,"29511","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County","Aynor",11269,1225.39,0.0117,0.028,-0.004,1457
2019-10-31,"14750","NY","Jamestown-Dunkirk-Fredonia","Chautauqua County","Lakewood",11270,807.54,0.0031,-0.0065,0.0108,2229
2019-10-31,"13309","NY","Utica-Rome","Oneida County","Town of Boonville",11271,1090.95,0.0292,0.0567,0.0175,2208
2019-10-31,"24260","VA",,"Russell County","Honaker",11272,984.36,-0.0142,-0.0103,0.0108,1250
2019-10-31,"94027","CA","San Francisco-Oakland-Hayward","San Mateo County","Atherton",11273,4302.43,-0.0087,0.0171,0.0366,2685
2019-10-31,"14132","NY","Buffalo-Cheektowaga-Niagara Falls","Niagara County","Sanborn",11274,999.28,-0.0018,0.0138,0.0711,2088
2019-10-31,"15626","PA","Pittsburgh","Westmoreland County","Delmont",11275,950.85,-0.0018,-0.0049,-0.0657,1030
2019-10-31,"33922","FL","Cape Coral-Fort Myers","Lee County","Bokeelia",11276,1695.8,-0.0104,-0.0275,0.0437,2566
2019-10-31,"45828","OH","Celina","Mercer County","Coldwater",11277,1083.45,0.0077,0.0042,0.1214,2034
2019-10-31,"59917","MT",,"Lincoln County","Eureka",11278,1229.52,-0.011,-0.0083,0.1023,2219
2019-10-31,"53726","WI","Madison","Dane County","Madison",11279,1480.6,0.0498,0.0471,0.0222,1131
2019-10-31,"77517","TX","Houston-The Woodlands-Sugar Land","Galveston County","Santa Fe",11280,1321.07,-0.0227,-0.0425,-0.0039,1718
2019-10-31,"03229","NH","Concord","Merrimack County","Hopkinton",11281,1696.1,0.0173,0.0692,0.0041,2276
2019-10-31,"32424","FL",,"Calhoun County","Blountstown",11282,1233.44,-0.0075,0.0023,0.0088,1826
2019-10-31,"94111","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",11283,4762.3,-0.0083,0.0027,0.0277,1255
2019-10-31,"10516","NY","New York-Newark-Jersey City","Putnam County","Town Of Philipstown",11284,2538.41,0.0118,0.0482,0.1372,2384
2019-10-31,"36344","AL","Dothan","Geneva County","Hartford",11285,911.07,0.0197,0.0271,-0.0081,2226
2019-10-31,"48216","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",11286,1055.24,-0.03,0.0039,0.1243,1246
2019-10-31,"45710","OH","Athens","Athens County","Albany",11287,825.99,-0.0098,-0.0138,0.0024,1436
2019-10-31,"28901","NC",,"Cherokee County","Andrews",11288,1202.53,0.0359,0.0861,0.0074,2130
2019-10-31,"95046","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Martin",11289,3422.33,-0.0048,-0.0355,-0.0395,1454
2019-10-31,"74884","OK",,"Seminole County","Wewoka",11290,770.17,-0.0102,-0.0055,0.0111,2053
2019-10-31,"93225","CA","Bakersfield","Kern County","Frazier Park",11291,1178.84,0.0115,0.0185,0.0497,2805
2019-10-31,"47165","IN","Louisville/Jefferson County","Washington County","New Pekin",11292,996.85,-0.0019,0.0028,0.012,1818
2019-10-31,"34251","FL","North Port-Sarasota-Bradenton","Manatee County","Myakka City",11293,1952.14,0.0083,0.0011,-0.0348,2378
2019-10-31,"78605","TX",,"Burnet County","Bertram",11294,1265.59,0.04,0.0548,-0.032,1641
2019-10-31,"07069","NJ","New York-Newark-Jersey City","Somerset County","Watchung",11295,2053.07,-0.0263,-0.032,-0.0606,2333
2019-10-31,"63461","MO","Hannibal","Marion County","Palmyra",11296,872.36,0.0043,0.0084,-0.047,2077
2019-10-31,"68661","NE",,"Colfax County","Schuyler",11297,942.3,-0.0047,-0.0061,-0.0212,2010
2019-10-31,"12090","NY","Albany-Schenectady-Troy","Rensselaer County","Hoosick Falls",11298,1046.39,-0.0323,-0.0418,-0.074,2082
2019-10-31,"17820","PA","Bloomsburg-Berwick","Columbia County","Catawissa Township",11299,907.87,-0.0169,-0.054,-0.1274,1583
2019-10-31,"46616","IN","South Bend-Mishawaka","Saint Joseph County","South Bend",11300,796.21,-0.0047,0.0115,0.0456,2591
2019-10-31,"61606","IL","Peoria","Peoria County","Peoria",11301,796.73,-0.0238,-0.0407,-0.0005,1933
2019-10-31,"80118","CO","Denver-Aurora-Lakewood","Douglas County","Larkspur",11302,2458.58,-0.01,0.0163,0.0433,2634
2019-10-31,"12542","NY","Kingston","Ulster County","Marlboro",11303,1582.15,0.0071,0.0126,-0.0334,2524
2019-10-31,"75603","TX","Longview","Gregg County","Longview",11304,934.4,0.0179,0.0136,-0.0048,2027
2019-10-31,"80540","CO","Boulder","Boulder County","Lyons",11305,1942.11,0.0095,-0.0064,0.0131,2695
2019-10-31,"26170","WV",,"Pleasants County","Saint Marys",11306,850.51,0.0172,0.0161,0.012,2198
2019-10-31,"01523","MA","Worcester","Worcester County","Lancaster",11307,1524.41,-0.0017,-0.0042,0.0146,2602
2019-10-31,"65556","MO","Fort Leonard Wood","Pulaski County","Richland",11308,872.2,0.0183,0.0481,0.0597,1782
2019-10-31,"79836","TX","El Paso","El Paso County","El Paso",11309,954.46,0.0031,-0.0104,-0.0428,2240
2019-10-31,"04274","ME","Lewiston-Auburn","Androscoggin County","Poland",11310,1189.93,0.0312,0.0031,0.0371,2497
2019-10-31,"01430","MA","Worcester","Worcester County","Ashburnham",11311,1365.5,-0.0068,0.0024,0.0034,2618
2019-10-31,"75638","TX",,"Morris County","Daingerfield",11312,1155.77,0.0026,0.0103,0.0009,1921
2019-10-31,"74016","OK","Tulsa","Rogers County","Chelsea",11313,1009.06,-0.0244,0.02,0.1033,1815
2019-10-31,"06088","CT","Hartford-West Hartford-East Hartford","Hartford County","East Windsor",11314,1301.58,0.0127,0.009,-0.0005,3795
2019-10-31,"36277","AL","Anniston-Oxford-Jacksonville","Calhoun County","Weaver",11315,801.08,0.0241,0.0339,-0.0076,2205
2019-10-31,"46366","IN",,"Starke County","North Judson",11316,971.18,-0.0067,0.0032,0.0088,2203
2019-10-31,"37869","TN",,"Hancock County","Sneedville",11317,894.05,0.0331,0.0531,0.0432,2248
2019-10-31,"39479","MS",,"Covington County","Seminary",11318,927.98,-0.0056,-0.0064,0.014,1332
2019-10-31,"40831","KY",,"Harlan County","Harlan",11319,884.98,0.0355,0.0488,0.0413,1413
2019-10-31,"82701","WY",,"Weston County","Newcastle",11320,969.76,0.011,0.0242,0.0849,1662
2019-10-31,"21770","MD","Washington-Arlington-Alexandria","Frederick County","Monrovia",11321,2007.65,-0.0076,-0.0066,-0.0083,2541
2019-10-31,"02817","RI","Providence-Warwick","Kent County","West Greenwich",11322,1900.95,0.0057,0.0151,0.0282,2430
2019-10-31,"48626","MI","Saginaw","Saginaw County","Hemlock",11323,851.8,0.0411,0.0516,0.0749,2098
2019-10-31,"95258","CA","Stockton-Lodi","San Joaquin County","Woodbridge",11324,1712.32,0.0215,0.0325,0.0422,1323
2019-10-31,"81067","CO",,"Otero County","Rocky Ford",11325,1379.01,0.0688,0.0848,0.1071,2465
2019-10-31,"31096","GA","Dublin","Johnson County","Wrightsville",11326,975.63,0.004,0.0077,0.0798,1754
2019-10-31,"49087","MI","Kalamazoo-Portage","Kalamazoo County","Schoolcraft",11327,1261.58,-0.0369,-0.0406,-0.0041,1271
2019-10-31,"79363","TX","Lubbock","Lubbock County","Shallowater",11328,1226.55,0.0003,0.036,0.0265,1683
2019-10-31,"98380","WA","Bremerton-Silverdale","Kitsap County","Seabeck",11329,1855.38,0.0004,0.0134,0.0518,1943
2019-10-31,"30530","GA","Jefferson","Jackson County","Commerce",11330,1300.32,0.0093,0.036,0.0438,2002
2019-10-31,"63845","MO",,"Mississippi County","East Prairie",11331,731.44,-0.0094,-0.0109,-0.0044,2061
2019-10-31,"56362","MN","St. Cloud","Stearns County","Paynesville",11332,995.45,-0.0394,-0.0138,-0.0634,2226
2019-10-31,"28555","NC","Jacksonville","Onslow County","Maysville",11333,975.46,0.0146,0.0307,0.0677,1918
2019-10-31,"67133","KS","Wichita","Butler County","Rose Hill",11334,1009.32,-0.0169,-0.0103,-0.0479,2587
2019-10-31,"17066","PA","Huntingdon","Huntingdon County","Mount Union",11335,906.12,0.0013,-0.0013,0.0063,1681
2019-10-31,"24224","VA",,"Russell County","Saint Paul",11336,1006.15,-0.0109,-0.0124,0.0124,1386
2019-10-31,"53080","WI","Milwaukee-Waukesha-West Allis","Ozaukee County","Saukville",11337,1202.13,0.0406,0.0151,0.0444,1283
2019-10-31,"76559","TX","Killeen-Temple","Bell County","Nolanville",11338,900.43,0.0225,0.0407,0.0633,1971
2019-10-31,"17347","PA","York-Hanover","York County","East Manchester Township",11339,1155.14,-0.006,-0.001,-0.0377,2270
2019-10-31,"29044","SC","Columbia","Richland County","Eastover",11340,980.89,0.0093,0.0148,-0.0359,1486
2019-10-31,"35224","AL","Birmingham-Hoover","Jefferson County","Birmingham",11341,742.93,0.025,0.025,-0.0443,2793
2019-10-31,"45817","OH","Lima","Allen County","Bluffton",11342,909.66,0.022,0.0049,0.0485,1963
2019-10-31,"52753","IA","Davenport-Moline-Rock Island","Scott County","Le Claire",11343,1248.59,-0.0079,-0.0003,-0.0612,2565
2019-10-31,"77358","TX","Huntsville","Walker County","New Waverly",11344,1241.61,0.0157,-0.0022,0.0083,1297
2019-10-31,"48133","MI","Monroe","Monroe County","La Salle",11345,1204.48,0.0733,0.0978,0.1478,1401
2019-10-31,"17954","PA","Pottsville","Schuylkill County","Minersville",11346,794.17,0.0248,0.0813,0.0568,1928
2019-10-31,"62243","IL","St. Louis","Saint Clair County","Freeburg",11347,917,0.0361,0.0315,-0.0237,1983
2019-10-31,"92382","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Running Springs",11348,1343.6,0.0058,0.0132,0.0505,5278
2019-10-31,"29689","SC","Greenville-Anderson-Mauldin","Anderson County","Townville",11349,945.52,0.0065,0.0099,-0.0824,1147
2019-10-31,"01747","MA","Worcester","Worcester County","Hopedale",11350,1634.09,-0.0085,-0.0104,0.0123,2285
2019-10-31,"08036","NJ","Philadelphia-Camden-Wilmington","Burlington County","Hainesport Township",11351,1538.55,-0.0056,0.0056,0.0264,2293
2019-10-31,"75173","TX","Dallas-Fort Worth-Arlington","Collin County","Josephine",11352,1775.99,-0.0055,0.0004,0.0244,2336
2019-10-31,"95228","CA",,"Calaveras County","Copperopolis",11353,1628.33,0.0089,0.0564,0.034,2730
2019-10-31,"19012","PA","Philadelphia-Camden-Wilmington","Montgomery County","Cheltenham Township",11354,1464.55,0.0262,0.009,0.0234,2244
2019-10-31,"23930","VA",,"Nottoway County","Crewe",11355,1044.73,0.0334,0.0203,0.0448,1890
2019-10-31,"78652","TX","Austin-Round Rock","Travis County","Austin",11356,1648.72,-0.0179,-0.0101,0.0417,2125
2019-10-31,"78215","TX","San Antonio-New Braunfels","Bexar County","San Antonio",11357,1272.32,-0.0095,-0.0487,-0.0422,1943
2019-10-31,"29048","SC","Orangeburg","Orangeburg County","Eutawville",11358,1000.45,-0.0222,0.0175,0.1752,1444
2019-10-31,"48849","MI","Ionia","Ionia County","Lake Odessa",11359,901.68,0.0274,0.0396,-0.1258,1202
2019-10-31,"84049","UT","Heber","Wasatch County","Midway",11360,2454.09,0.0014,0.0272,-0.0146,3921
